fix_id|code_id|fix_title|probability_rank|difficulty_level|est_parts_cost_min_usd|est_parts_cost_max_usd|est_labor_hours|step_by_step_instructions
39763|11210|Replace slow-responding oxygen sensor|2|Moderate DIY|50.0|180.0|0.6|1. Identify the affected bank/sensor position • 2. Remove with an O2 sensor socket and inspect the old sensor tip for contamination • 3. Apply anti-seize and install the new sensor • 4. Clear codes and verify switching frequency improves
39764|11210|Repair exhaust leak diluting sensor sample|3|Moderate DIY|20.0|120.0|1.2|1. Smoke-test the exhaust system upstream of the affected sensor • 2. Replace leaking gaskets or cracked pipe sections • 3. Torque fasteners to spec • 4. Clear codes and re-verify switching speed
42967|12109|Inspect and reseat the ignition coil connector|1|Easy DIY|5.0|15.0|0.3|1. Unplug the connector for the affected coil letter/cylinder • 2. Inspect pins for corrosion, heat damage, or a bent terminal • 3. Clean contacts with electrical contact cleaner and reseat fully • 4. Clear the code and re-test under load
42968|12109|Replace the ignition coil|2|Moderate DIY|25.0|120.0|0.4|1. Remove the engine cover and any coil retaining bolts • 2. Disconnect the harness and pull the coil from its plug well • 3. Install the replacement coil and torque the retaining bolt to spec • 4. Reconnect, clear the code, and verify no misfire returns
42969|12109|Repair coil driver wiring back to the ECM/ignition module|3|Professional Required|10.0|70.0|1.4|1. Measure coil primary resistance at the connector against spec • 2. Voltage-drop test the driver, ground, and reference legs to the ECM or ignition control module • 3. Repair chafed or corroded conductors with soldered, heat-shrunk splices • 4. Clear codes and confirm clean coil-on/coil-off waveforms with a scope
42970|12109|Replace a failed ignition control/driver module|4|Professional Required|80.0|400.0|2.0|1. Confirm coil and wiring test good but the driver circuit still faults • 2. Locate the ignition control module or driver stage (stand-alone or integrated in the ECM) • 3. Replace the module and reprogram/relearn as required • 4. Clear codes and verify all coil channels fire correctly
44232|12446|Check engine oil level and condition|1|Easy DIY|20.0|45.0|0.3|1. Check engine oil level on the dipstick with the engine off and cold • 2. Inspect oil color and consistency for sludge or fuel dilution • 3. Top up or perform a full oil and filter change with the specified viscosity • 4. Clear the code and verify VTEC engagement returns at the commanded RPM
44233|12446|Test the VTEC oil pressure switch|2|Easy DIY|15.0|55.0|0.6|1. Locate the VTEC oil pressure switch on the cylinder head • 2. Back-probe the switch connector and confirm it opens/closes with engine oil pressure • 3. Replace the switch if it stays open or closed regardless of pressure • 4. Clear the code and confirm the switch now toggles during a test drive
44234|12446|Clean the VTEC oil strainer and test the spool valve solenoid|3|Moderate DIY|30.0|100.0|1.0|1. Remove the spool valve assembly and its inline oil strainer screen • 2. Clean or replace a screen clogged with sludge or metal debris • 3. Measure spool valve solenoid coil resistance against the factory specification • 4. Command the solenoid with a scan tool and confirm it clicks and moves freely • 5. Reinstall with a new gasket and road-test for clean VTEC engagement
44235|12446|Repair PCM wiring to the VTEC solenoid and pressure switch|4|Professional Required|40.0|160.0|1.3|1. Inspect the harness and connectors between the PCM and both VTEC components • 2. Test each circuit for continuity, shorts to ground, and shorts to power • 3. Repair or replace chafed wiring or a corroded connector pin • 4. Clear the code and confirm the PCM data list shows correct switch/solenoid activity
46167|12990|Complete the manufacturer drive cycle|1|Easy DIY|1.0|5.0|1.5|1. Confirm no other DTCs are stored - address any real faults first • 2. Drive the manufacturer's specified drive cycle (typically a cold start, mixed city and 55 mph steady-state segments) • 3. Re-scan and confirm all readiness monitors report Complete
46168|12990|Verify battery and charging health before the drive cycle|2|Easy DIY|5.0|25.0|0.3|1. Test battery resting voltage (12.4V+) and charging voltage (13.5-14.7V) • 2. A weak battery resets monitors and prevents completion • 3. Recharge or replace the battery before repeating the drive cycle
46169|12990|Diagnose a monitor that never completes|3|Professional Required|10.0|60.0|1.0|1. Identify which monitor stays incomplete on a capable scan tool • 2. Check the enabling criteria for that monitor (fuel level, ambient temperature, trip requirements) • 3. Pinpoint-test the sensors that gate the monitor per service information
50248|14131|Inspect and reseat the ignition coil connector|1|Easy DIY|5.0|15.0|0.3|1. Unplug the connector for the affected coil letter/cylinder • 2. Inspect pins for corrosion, heat damage, or a bent terminal • 3. Clean contacts with electrical contact cleaner and reseat fully • 4. Clear the code and re-test under load
50249|14131|Replace the ignition coil|2|Moderate DIY|25.0|120.0|0.4|1. Remove the engine cover and any coil retaining bolts • 2. Disconnect the harness and pull the coil from its plug well • 3. Install the replacement coil and torque the retaining bolt to spec • 4. Reconnect, clear the code, and verify no misfire returns
50250|14131|Repair coil driver wiring back to the ECM/ignition module|3|Professional Required|10.0|70.0|1.4|1. Measure coil primary resistance at the connector against spec • 2. Voltage-drop test the driver, ground, and reference legs to the ECM or ignition control module • 3. Repair chafed or corroded conductors with soldered, heat-shrunk splices • 4. Clear codes and confirm clean coil-on/coil-off waveforms with a scope
50251|14131|Replace a failed ignition control/driver module|4|Professional Required|80.0|400.0|2.0|1. Confirm coil and wiring test good but the driver circuit still faults • 2. Locate the ignition control module or driver stage (stand-alone or integrated in the ECM) • 3. Replace the module and reprogram/relearn as required • 4. Clear codes and verify all coil channels fire correctly
54514|15314|Clear debris from the barometric sensor sampling port|1|Easy DIY|5.0|15.0|0.3|1. Locate the external BARO sensor and its atmospheric sampling port • 2. Clear dust or insect debris blocking the port opening • 3. Reseat the connector while there • 4. Clear the code and compare the reading against local ambient pressure
54515|15314|Replace the external barometric pressure sensor|2|Easy DIY|30.0|95.0|0.5|1. Verify the reading is frozen or offset against a known ambient pressure at key-on • 2. Unplug and unbolt the sensor from its mounting • 3. Install the replacement and reconnect • 4. Confirm the new reading matches ambient and tracks altitude changes
54516|15314|Repair BARO sensor reference or signal wiring|3|Professional Required|18.0|60.0|1.0|1. Back-probe the connector and verify 5V reference, signal, and ground • 2. Trace and repair any damaged conductor between sensor and ECM • 3. Verify a clean, ambient-plausible signal after repair • 4. Clear the code and monitor across several key cycles
54517|15314|Replace the ECM housing an internal BARO sensor|4|Professional Required|350.0|900.0|2.0|1. Confirm the platform integrates the BARO sensor inside the ECM and no external sensor exists • 2. Rule out connector and supply faults at the ECM first • 3. Install and program the replacement module per the manufacturer's security procedure • 4. Verify the internal sensor now reads ambient correctly
54556|15327|Test O2 sensor heater circuit fuse and relay|1|Easy DIY|5.0|25.0|0.4|1. Locate the O2 heater fuse and relay in the underhood fuse box • 2. Inspect and test with a multimeter for continuity and proper switching • 3. Replace any blown fuse or failed relay • 4. Clear codes and verify heater current draw
54557|15327|Replace oxygen sensor with failed heater|2|Moderate DIY|50.0|180.0|0.6|1. Identify the affected bank/sensor position from the code • 2. Unplug the connector and remove the sensor with an O2 sensor socket • 3. Apply anti-seize to threads (avoid the sensor tip) and install the new sensor • 4. Reconnect and clear codes
54558|15327|Repair O2 heater circuit wiring|3|Professional Required|10.0|60.0|1.2|1. Measure heater element resistance at the connector against spec • 2. Voltage-drop test the heater supply and ground legs • 3. Repair chafed or corroded wiring near the exhaust manifold with high-temp splices • 4. Confirm heater current draw matches spec
54751|15386|Inspect for vacuum leaks and check fuel trim data with a scan tool|1|Easy DIY|10.0|40.0|0.8|1. Review short- and long-term fuel trim values by bank on a scan tool • 2. Smoke-test the intake for leaks matching the trending bank • 3. Repair any leak found • 4. Clear codes and recheck trims after a drive cycle
54752|15386|Clean throttle body and check MAF/MAP sensor readings|2|Easy DIY|15.0|50.0|0.7|1. Clean the throttle body bore and blade of carbon buildup • 2. Compare MAF/MAP readings against expected values at idle and 2,500 RPM • 3. Address any sensor reading found out of spec • 4. Clear codes and monitor trim recovery
54753|15386|Diagnose fuel delivery imbalance affecting one bank|3|Professional Required|40.0|250.0|1.8|1. Compare fuel pressure and injector pulse width between banks • 2. Identify a restricted injector, filter sock, or fuel rail issue isolated to one bank • 3. Repair or replace the faulted component • 4. Clear codes and confirm trims converge between banks
